5:46:29,,,,,Notes
5:46:37,,Date Collected,28-Feb,,Times were recorded when a car pulled into and stopped within the ordering line. This includes if the car pulled into the line and stopped at the order station
5:47:48,,Start Time,5:45:00,,All times recorded were taken in the evening (ex: a reported time of 6:10:00am was actually collected at 6:10:00pm)
5:50:40,,End Time,6:05:00,,
5:50:55,,,,,
5:51:07,,,,,
5:53:22,,,,,
6:00:03,,,,,
6:00:55,,,,,
6:01:17,,,,,
6:02:13,,,,,
